source-path,source-module,source-operation,target-path,target-module,target-operation,direction
apps/anytree/src/anytree/exporter/dictexporter.py,anytree.exporter.dictexporter.DictExporter,self.maxlevel,apps/anytree/src/anytree/exporter/dictexporter.py,anytree.exporter.dictexporter,maxlevel,WRITE
apps/anytree/src/anytree/exporter/mermaidexporter.py,anytree.exporter.mermaidexporter,self.__node_ids,math,math,next,WRITE
apps/anytree/src/anytree/exporter/dotexporter.py,anytree.exporter.dotexporter,num,math,math,next,WRITE
apps/anytree/src/anytree/node/nodemixin.py,anytree.node.nodemixin,self.__parent,apps/anytree/src/anytree/resolver.py,anytree.resolver,parent,WRITE
apps/anytree/src/anytree/exporter/dotexporter.py,anytree.exporter.dotexporter,filter_,apps/anytree/src/anytree/exporter/dotexporter.py,anytree.exporter.dotexporter.DotExporter,DotExporter,WRITE
apps/anytree/src/anytree/render.py,anytree.render.AbstractStyle,self.vertical,apps/anytree/src/anytree/render.py,anytree.render,vertical,WRITE
apps/anytree/src/anytree/exporter/mermaidexporter.py,anytree.exporter.mermaidexporter,num,math,math,next,WRITE
apps/anytree/src/anytree/render.py,anytree.render,children,apps/anytree/src/anytree/iterators/abstractiter.py,anytree.iterators.abstractiter,node.children,WRITE
apps/anytree/src/anytree/exporter/dotexporter.py,anytree.exporter.dotexporter,filter_,apps/anytree/src/anytree/exporter/dotexporter.py,anytree.exporter.dotexporter.DotExporter,DotExporter,WRITE
apps/anytree/src/anytree/exporter/dotexporter.py,anytree.exporter.dotexporter,self.__node_ids,math,math,next,WRITE
apps/anytree/src/anytree/exporter/dictexporter.py,anytree.exporter.dictexporter,attriter,apps/anytree/src/anytree/exporter/dictexporter.py,anytree.exporter.dictexporter.DictExporter,DictExporter,WRITE
apps/anytree/src/anytree/exporter/dictexporter.py,anytree.exporter.dictexporter,maxlevel,apps/anytree/src/anytree/exporter/dictexporter.py,anytree.exporter.dictexporter.DictExporter,DictExporter,WRITE
apps/anytree/src/anytree/exporter/dotexporter.py,anytree.exporter.dotexporter,edgetype,apps/anytree/src/anytree/exporter/dotexporter.py,anytree.exporter.dotexporter,edgetypefunc,WRITE
apps/anytree/src/anytree/node/nodemixin.py,anytree.node.nodemixin,children,apps/anytree/src/anytree/node/nodemixin.py,anytree.node.nodemixin.NodeMixin,NodeMixin,WRITE
apps/anytree/src/anytree/render.py,anytree.render.AbstractStyle,self.cont,apps/anytree/src/anytree/render.py,anytree.render,cont,WRITE
apps/anytree/src/anytree/resolver.py,anytree.resolver,sep,apps/anytree/src/anytree/iterators/abstractiter.py,anytree.iterators.abstractiter,node.separator,WRITE
apps/anytree/src/anytree/search.py,anytree.search,items,apps/anytree/src/anytree/search.py,anytree.search,_findall,WRITE
apps/anytree/src/anytree/exporter/mermaidexporter.py,anytree.exporter.mermaidexporter,_RE_ESC,apps/anytree/src/anytree/resolver.py,anytree.resolver,re.compile,WRITE
apps/anytree/src/anytree/exporter/dotexporter.py,anytree.exporter.dotexporter,cmd,apps/anytree/src/anytree/resolver.py,anytree.resolver,filename,WRITE
apps/anytree/src/anytree/walker.py,anytree.walker,startpath,apps/anytree/src/anytree/node/nodemixin.py,anytree.node.nodemixin,start.path,WRITE
apps/anytree/src/anytree/exporter/mermaidexporter.py,anytree.exporter.mermaidexporter,num,apps/anytree/src/anytree/exporter/mermaidexporter.py,anytree.exporter.mermaidexporter.MermaidExporter,MermaidExporter,WRITE
apps/anytree/src/anytree/exporter/dotexporter.py,anytree.exporter.dotexporter,cmd,apps/anytree/src/anytree/exporter/dotexporter.py,anytree.exporter.dotexporter,fileformat,WRITE
apps/anytree/src/anytree/render.py,anytree.render,children,apps/anytree/src/anytree/render.py,anytree.render.RenderTree,RenderTree,WRITE
apps/anytree/src/anytree/render.py,anytree.render.AbstractStyle,self.end,apps/anytree/src/anytree/render.py,anytree.render,end,WRITE
apps/anytree/src/anytree/resolver.py,anytree.resolver,parts,apps/anytree/src/anytree/node/nodemixin.py,anytree.node.nodemixin,path.split,WRITE
apps/anytree/src/anytree/node/lightnodemixin.py,anytree.node.lightnodemixin,node,apps/anytree/src/anytree/resolver.py,anytree.resolver,node.parent,WRITE
apps/anytree/src/anytree/exporter/dictexporter.py,anytree.exporter.dictexporter,children,apps/anytree/src/anytree/render.py,anytree.render,childiter,WRITE
apps/anytree/src/anytree/walker.py,anytree.walker,endpath,apps/anytree/src/anytree/node/nodemixin.py,anytree.node.nodemixin,end.path,WRITE
apps/anytree/src/anytree/node/lightnodemixin.py,anytree.node.lightnodemixin,seen,asyncio,asyncio,set,WRITE
apps/anytree/src/anytree/exporter/dotexporter.py,anytree.exporter.dotexporter,edgeattr,apps/anytree/src/anytree/exporter/dotexporter.py,anytree.exporter.dotexporter,edgeattrfunc,WRITE
apps/anytree/src/anytree/importer/jsonimporter.py,anytree.importer.jsonimporter,dictimporter,apps/anytree/src/anytree/importer/jsonimporter.py,anytree.importer.jsonimporter.JsonImporter,JsonImporter,WRITE
apps/anytree/src/anytree/exporter/dictexporter.py,anytree.exporter.dictexporter,attr_values,apps/anytree/src/anytree/exporter/dictexporter.py,anytree.exporter.dictexporter,attriter,WRITE
apps/anytree/src/anytree/exporter/dotexporter.py,anytree.exporter.dotexporter,edgeattr,apps/anytree/src/anytree/exporter/mermaidexporter.py,anytree.exporter.mermaidexporter,edgeattr,WRITE
apps/anytree/src/anytree/node/nodemixin.py,anytree.node.nodemixin,node,apps/anytree/src/anytree/node/nodemixin.py,anytree.node.nodemixin.NodeMixin,NodeMixin,WRITE
apps/anytree/src/anytree/importer/jsonimporter.py,anytree.importer.jsonimporter,dictimporter,apps/anytree/src/anytree/importer/dictimporter.py,anytree.importer.dictimporter.DictImporter,DictImporter,WRITE
apps/anytree/src/anytree/resolver.py,anytree.resolver,re_pat,apps/anytree/src/anytree/resolver.py,anytree.resolver,re.compile,WRITE
apps/anytree/src/anytree/node/anynode.py,anytree.node.anynode,self.children,apps/anytree/src/anytree/render.py,anytree.render,children,WRITE
apps/anytree/src/anytree/importer/dictimporter.py,anytree.importer.dictimporter,attrs,apps/anytree/src/anytree/resolver.py,anytree.resolver,dict,WRITE
apps/anytree/src/anytree/iterators/levelorderiter.py,anytree.iterators.levelorderiter,next_children,apps/anytree/src/anytree/render.py,anytree.render,AbstractIter._get_children,WRITE
apps/anytree/src/anytree/walker.py,anytree.walker,msg,apps/anytree/src/anytree/walker.py,anytree.walker,start,WRITE
apps/anytree/src/anytree/node/lightnodemixin.py,anytree.node.lightnodemixin,node,apps/anytree/src/anytree/node/nodemixin.py,anytree.node.nodemixin.NodeMixin,LightNodeMixin,WRITE
apps/anytree/src/anytree/exporter/jsonexporter.py,anytree.exporter.jsonexporter.JsonExporter,self.maxlevel,apps/anytree/src/anytree/exporter/dictexporter.py,anytree.exporter.dictexporter,maxlevel,WRITE
apps/anytree/src/anytree/exporter/dotexporter.py,anytree.exporter.dotexporter,edgeattr,apps/anytree/src/anytree/exporter/mermaidexporter.py,anytree.exporter.mermaidexporter,edgeattr,WRITE
apps/anytree/src/anytree/exporter/mermaidexporter.py,anytree.exporter.mermaidexporter,node_id,unittest,unittest,id,WRITE
apps/anytree/src/anytree/resolver.py,anytree.resolver,Resolver._match_cache,apps/anytree/src/anytree/resolver.py,anytree.resolver,re.compile,WRITE
apps/anytree/src/anytree/exporter/mermaidexporter.py,anytree.exporter.mermaidexporter.MermaidExporter,self.node,apps/anytree/src/anytree/iterators/abstractiter.py,anytree.iterators.abstractiter,node,WRITE
apps/anytree/src/anytree/exporter/jsonexporter.py,anytree.exporter.jsonexporter.JsonExporter,self.dictexporter,apps/anytree/src/anytree/exporter/jsonexporter.py,anytree.exporter.jsonexporter,dictexporter,WRITE
apps/anytree/src/anytree/iterators/levelorderiter.py,anytree.iterators.levelorderiter,children,apps/anytree/src/anytree/render.py,anytree.render,next_children,WRITE
apps/anytree/src/anytree/node/nodemixin.py,anytree.node.nodemixin,seen,asyncio,asyncio,set,WRITE
apps/anytree/src/anytree/resolver.py,anytree.resolver,flags,logging,logging,re.IGNORECASE,WRITE
apps/anytree/src/anytree/node/nodemixin.py,anytree.node.nodemixin,node,apps/anytree/src/anytree/resolver.py,anytree.resolver,node.parent,WRITE
apps/anytree/src/anytree/config.py,anytree.config,ASSERTIONS,builtins,builtins,bool,WRITE
apps/anytree/src/anytree/render.py,anytree.render,attr,apps/anytree/src/anytree/resolver.py,anytree.resolver,attrname,WRITE
apps/anytree/src/anytree/exporter/mermaidexporter.py,anytree.exporter.mermaidexporter.MermaidExporter,self.graph,apps/anytree/src/anytree/exporter/mermaidexporter.py,anytree.exporter.mermaidexporter,graph,WRITE
apps/anytree/src/anytree/node/lightnodemixin.py,anytree.node.lightnodemixin,childid,unittest,unittest,id,WRITE
apps/anytree/src/anytree/iterators/levelordergroupiter.py,anytree.iterators.levelordergroupiter,children,apps/anytree/src/anytree/render.py,anytree.render,LevelOrderGroupIter._get_grandchildren,WRITE
apps/anytree/src/anytree/iterators/postorderiter.py,anytree.iterators.postorderiter,grandchildren,apps/anytree/src/anytree/render.py,anytree.render,AbstractIter._get_children,WRITE
apps/anytree/src/anytree/importer/dictimporter.py,anytree.importer.dictimporter,children,apps/anytree/src/anytree/importer/dictimporter.py,anytree.importer.dictimporter,attrs.pop,WRITE
apps/anytree/src/anytree/search.py,anytree.search,resultlen,math,math,len,WRITE
apps/anytree/src/anytree/resolver.py,anytree.resolver,node,apps/anytree/src/anytree/iterators/abstractiter.py,anytree.iterators.abstractiter,node.root,WRITE
apps/anytree/src/anytree/importer/dictimporter.py,anytree.importer.dictimporter.DictImporter,self.nodecls,apps/anytree/src/anytree/iterators/abstractiter.py,anytree.iterators.abstractiter,nodecls,WRITE
apps/anytree/src/anytree/node/nodemixin.py,anytree.node.nodemixin,node,apps/anytree/src/anytree/resolver.py,anytree.resolver,node.parent,WRITE
apps/anytree/src/anytree/exporter/mermaidexporter.py,anytree.exporter.mermaidexporter,stop,apps/anytree/src/anytree/exporter/mermaidexporter.py,anytree.exporter.mermaidexporter.MermaidExporter,MermaidExporter,WRITE
apps/anytree/src/anytree/resolver.py,anytree.resolver,rootpart,apps/anytree/src/anytree/render.py,anytree.render,_getattr,WRITE
apps/anytree/src/anytree/exporter/dictexporter.py,anytree.exporter.dictexporter.DictExporter,self.attriter,apps/anytree/src/anytree/exporter/dictexporter.py,anytree.exporter.dictexporter,attriter,WRITE
apps/anytree/src/anytree/exporter/jsonexporter.py,anytree.exporter.jsonexporter,data,apps/anytree/src/anytree/exporter/jsonexporter.py,anytree.exporter.jsonexporter.JsonExporter,JsonExporter,WRITE
apps/anytree/src/anytree/resolver.py,anytree.resolver.Resolver,self.pathattr,apps/anytree/src/anytree/render.py,anytree.render,pathattr,WRITE
apps/anytree/src/anytree/resolver.py,anytree.resolver,matches,apps/anytree/src/anytree/resolver.py,anytree.resolver.Resolver,Resolver,WRITE
apps/anytree/src/anytree/render.py,anytree.render,items,apps/anytree/src/anytree/render.py,anytree.render,continues,WRITE
apps/anytree/src/anytree/exporter/mermaidexporter.py,anytree.exporter.mermaidexporter,filter_,apps/anytree/src/anytree/exporter/mermaidexporter.py,anytree.exporter.mermaidexporter.MermaidExporter,MermaidExporter,WRITE
apps/anytree/src/anytree/exporter/mermaidexporter.py,anytree.exporter.mermaidexporter,nodename,apps/anytree/src/anytree/resolver.py,anytree.resolver,nodenamefunc,WRITE
apps/anytree/src/anytree/resolver.py,anytree.resolver.ChildResolverError,msg,logging,logging,format,WRITE
apps/anytree/src/anytree/node/nodemixin.py,anytree.node.nodemixin,parent,apps/anytree/src/anytree/node/nodemixin.py,anytree.node.nodemixin.NodeMixin,NodeMixin,WRITE
apps/anytree/src/anytree/node/lightnodemixin.py,anytree.node.lightnodemixin,parent,apps/anytree/src/anytree/node/nodemixin.py,anytree.node.nodemixin.NodeMixin,LightNodeMixin,WRITE
apps/anytree/src/anytree/exporter/dotexporter.py,anytree.exporter.dotexporter,cmd,apps/anytree/src/anytree/resolver.py,anytree.resolver,dotfilename,WRITE
apps/anytree/src/anytree/importer/jsonimporter.py,anytree.importer.jsonimporter.JsonImporter,self.dictimporter,apps/anytree/src/anytree/importer/jsonimporter.py,anytree.importer.jsonimporter,dictimporter,WRITE
apps/anytree/src/anytree/resolver.py,anytree.resolver.Resolver,self.ignorecase,apps/anytree/src/anytree/resolver.py,anytree.resolver,ignorecase,WRITE
apps/anytree/src/anytree/exporter/mermaidexporter.py,anytree.exporter.mermaidexporter,edgefunc,apps/anytree/src/anytree/exporter/mermaidexporter.py,anytree.exporter.mermaidexporter.MermaidExporter,MermaidExporter,WRITE
apps/anytree/src/anytree/render.py,anytree.render,attr,apps/anytree/src/anytree/render.py,anytree.render,getattr,WRITE
apps/anytree/src/anytree/exporter/dotexporter.py,anytree.exporter.dotexporter,options,apps/anytree/src/anytree/exporter/dotexporter.py,anytree.exporter.dotexporter.DotExporter,DotExporter,WRITE
apps/anytree/src/anytree/render.py,anytree.render,indent,asyncio,asyncio,join,WRITE
apps/anytree/src/anytree/node/lightnodemixin.py,anytree.node.lightnodemixin,msg,apps/anytree/src/anytree/resolver.py,anytree.resolver,child,WRITE
apps/anytree/src/anytree/iterators/abstractiter.py,anytree.iterators.abstractiter,self.__iter,apps/anytree/src/anytree/iterators/abstractiter.py,anytree.iterators.abstractiter.AbstractIter,AbstractIter,WRITE
apps/anytree/src/anytree/node/symlinknode.py,anytree.node.symlinknode.SymlinkNode,self.parent,apps/anytree/src/anytree/resolver.py,anytree.resolver,parent,WRITE
apps/anytree/src/anytree/node/nodemixin.py,anytree.node.nodemixin,msg,apps/anytree/src/anytree/resolver.py,anytree.resolver,child,WRITE
apps/anytree/src/anytree/exporter/dotexporter.py,anytree.exporter.dotexporter,fileformat,apps/anytree/src/anytree/node/nodemixin.py,anytree.node.nodemixin,path.splitext.path.splitext.path.splitext.path.splitext,WRITE
apps/anytree/src/anytree/node/nodemixin.py,anytree.node.nodemixin,node,apps/anytree/src/anytree/node/nodemixin.py,anytree.node.nodemixin.NodeMixin,NodeMixin,WRITE
apps/anytree/src/anytree/exporter/mermaidexporter.py,anytree.exporter.mermaidexporter,edgefunc,apps/anytree/src/anytree/exporter/mermaidexporter.py,anytree.exporter.mermaidexporter.MermaidExporter,MermaidExporter,WRITE
apps/anytree/src/anytree/resolver.py,anytree.resolver.Resolver,self.relax,apps/anytree/src/anytree/resolver.py,anytree.resolver,relax,WRITE
apps/anytree/src/anytree/render.py,anytree.render.RenderTree,self.style,apps/anytree/src/anytree/render.py,anytree.render,style,WRITE
apps/anytree/src/anytree/__init__.py,anytree.__init__,LevelGroupOrderIter,apps/anytree/src/anytree/iterators/levelordergroupiter.py,anytree.iterators.levelordergroupiter.LevelOrderGroupIter,LevelOrderGroupIter,WRITE
apps/anytree/src/anytree/node/nodemixin.py,anytree.node.nodemixin,parent,apps/anytree/src/anytree/node/nodemixin.py,anytree.node.nodemixin.NodeMixin,NodeMixin,WRITE
apps/anytree/src/anytree/exporter/mermaidexporter.py,anytree.exporter.mermaidexporter,nodefunc,apps/anytree/src/anytree/exporter/mermaidexporter.py,anytree.exporter.mermaidexporter.MermaidExporter,MermaidExporter,WRITE
apps/anytree/src/anytree/node/lightnodemixin.py,anytree.node.lightnodemixin,children,math,math,tuple,WRITE
apps/anytree/src/anytree/node/symlinknode.py,anytree.node.symlinknode,self.children,apps/anytree/src/anytree/render.py,anytree.render,children,WRITE
apps/anytree/src/anytree/resolver.py,anytree.resolver,name,apps/anytree/src/anytree/render.py,anytree.render,_getattr,WRITE
apps/anytree/src/anytree/render.py,anytree.render.RenderTree,self.node,apps/anytree/src/anytree/iterators/abstractiter.py,anytree.iterators.abstractiter,node,WRITE
apps/anytree/src/anytree/exporter/jsonexporter.py,anytree.exporter.jsonexporter,data,apps/anytree/src/anytree/exporter/jsonexporter.py,anytree.exporter.jsonexporter.JsonExporter,JsonExporter,WRITE
apps/anytree/src/anytree/util/__init__.py,anytree.util.__init__,ancestors,apps/anytree/src/anytree/iterators/abstractiter.py,anytree.iterators.abstractiter,nodes,WRITE
apps/anytree/src/anytree/resolver.py,anytree.resolver,node,apps/anytree/src/anytree/resolver.py,anytree.resolver.Resolver,Resolver,WRITE
apps/anytree/src/anytree/resolver.py,anytree.resolver,k,apps/anytree/src/anytree/resolver.py,anytree.resolver,pat,WRITE
apps/anytree/src/anytree/render.py,anytree.render,branch,apps/anytree/src/anytree/render.py,anytree.render,continues.continues,WRITE
apps/anytree/src/anytree/node/nodemixin.py,anytree.node.nodemixin,childid,unittest,unittest,id,WRITE
apps/anytree/src/anytree/node/lightnodemixin.py,anytree.node.lightnodemixin,node,apps/anytree/src/anytree/node/nodemixin.py,anytree.node.nodemixin.NodeMixin,LightNodeMixin,WRITE
apps/anytree/src/anytree/exporter/mermaidexporter.py,anytree.exporter.mermaidexporter,nodefunc,apps/anytree/src/anytree/exporter/mermaidexporter.py,anytree.exporter.mermaidexporter.MermaidExporter,MermaidExporter,WRITE
apps/anytree/src/anytree/exporter/dotexporter.py,anytree.exporter.dotexporter.UniqueDotExporter,self.__node_counter,apps/anytree/src/anytree/resolver.py,anytree.resolver,itertools.count,WRITE
apps/anytree/src/anytree/node/node.py,anytree.node.node.Node,self.name,apps/anytree/src/anytree/resolver.py,anytree.resolver,name,WRITE
apps/anytree/src/anytree/iterators/abstractiter.py,anytree.iterators.abstractiter.AbstractIter,self.filter_,apps/anytree/src/anytree/exporter/dotexporter.py,anytree.exporter.dotexporter,filter_,WRITE
apps/anytree/src/anytree/resolver.py,anytree.resolver,k,apps/anytree/src/anytree/resolver.py,anytree.resolver.Resolver,Resolver,WRITE
apps/anytree/src/anytree/render.py,anytree.render,branch,apps/anytree/src/anytree/render.py,anytree.render,style.cont,WRITE
apps/anytree/src/anytree/resolver.py,anytree.resolver,parts,apps/anytree/src/anytree/resolver.py,anytree.resolver.Resolver,Resolver,WRITE
apps/anytree/src/anytree/exporter/dotexporter.py,anytree.exporter.dotexporter,nodename,apps/anytree/src/anytree/resolver.py,anytree.resolver,nodenamefunc,WRITE
apps/anytree/src/anytree/node/util.py,anytree.node.util,args,apps/anytree/src/anytree/render.py,anytree.render,args,WRITE
apps/anytree/src/anytree/iterators/abstractiter.py,anytree.iterators.abstractiter.AbstractIter,self.node,apps/anytree/src/anytree/iterators/abstractiter.py,anytree.iterators.abstractiter,node,WRITE
apps/anytree/src/anytree/render.py,anytree.render,branch,apps/anytree/src/anytree/render.py,anytree.render,style.end,WRITE
apps/anytree/src/anytree/node/lightnodemixin.py,anytree.node.lightnodemixin,node,apps/anytree/src/anytree/resolver.py,anytree.resolver,node.parent,WRITE
apps/anytree/src/anytree/importer/dictimporter.py,anytree.importer.dictimporter,node,apps/anytree/src/anytree/importer/dictimporter.py,anytree.importer.dictimporter.DictImporter,DictImporter,WRITE
apps/anytree/src/anytree/exporter/dotexporter.py,anytree.exporter.dotexporter,dotfilename,apps/anytree/src/anytree/resolver.py,anytree.resolver,dotfile.name,WRITE
apps/anytree/src/anytree/resolver.py,anytree.resolver,re_pat,apps/anytree/src/anytree/resolver.py,anytree.resolver,Resolver._match_cache.Resolver._match_cache,WRITE
apps/anytree/src/anytree/render.py,anytree.render,pre,apps/anytree/src/anytree/exporter/mermaidexporter.py,anytree.exporter.mermaidexporter,indent,WRITE
apps/anytree/src/anytree/node/lightnodemixin.py,anytree.node.lightnodemixin,parent,apps/anytree/src/anytree/node/nodemixin.py,anytree.node.nodemixin.NodeMixin,LightNodeMixin,WRITE
apps/anytree/src/anytree/node/lightnodemixin.py,anytree.node.lightnodemixin,old_children,apps/anytree/src/anytree/node/nodemixin.py,anytree.node.nodemixin.NodeMixin,LightNodeMixin,WRITE
apps/anytree/src/anytree/render.py,anytree.render,Row,apps/anytree/src/anytree/resolver.py,anytree.resolver,collections.namedtuple,WRITE
apps/anytree/src/anytree/exporter/dotexporter.py,anytree.exporter.dotexporter.DotExporter,self.nodenamefunc,apps/anytree/src/anytree/resolver.py,anytree.resolver,nodenamefunc,WRITE
apps/anytree/src/anytree/render.py,anytree.render,pre,apps/anytree/src/anytree/render.py,anytree.render,branch,WRITE
apps/anytree/src/anytree/exporter/dotexporter.py,anytree.exporter.dotexporter,nodeattr,apps/anytree/src/anytree/exporter/dotexporter.py,anytree.exporter.dotexporter,nodeattrfunc,WRITE
apps/anytree/src/anytree/render.py,anytree.render,lines,apps/anytree/src/anytree/render.py,anytree.render,attr,WRITE
apps/anytree/src/anytree/resolver.py,anytree.resolver,res,apps/anytree/src/anytree/resolver.py,anytree.resolver,Resolver.__translate,WRITE
apps/anytree/src/anytree/exporter/mermaidexporter.py,anytree.exporter.mermaidexporter.MermaidExporter,self.name,apps/anytree/src/anytree/resolver.py,anytree.resolver,name,WRITE
apps/anytree/src/anytree/walker.py,anytree.walker,upwards,math,math,tuple,WRITE
apps/anytree/src/anytree/node/nodemixin.py,anytree.node.nodemixin,msg,apps/anytree/src/anytree/resolver.py,anytree.resolver,child,WRITE
apps/anytree/src/anytree/exporter/dotexporter.py,anytree.exporter.dotexporter.DotExporter,self.nodeattrfunc,apps/anytree/src/anytree/exporter/dotexporter.py,anytree.exporter.dotexporter,nodeattrfunc,WRITE
apps/anytree/src/anytree/resolver.py,anytree.resolver,parent,apps/anytree/src/anytree/resolver.py,anytree.resolver,node.parent,WRITE
apps/anytree/src/anytree/render.py,anytree.render,fill,asyncio,asyncio,join,WRITE
apps/anytree/src/anytree/render.py,anytree.render,lines,apps/anytree/src/anytree/render.py,anytree.render,str.splitlines,WRITE
apps/anytree/src/anytree/exporter/mermaidexporter.py,anytree.exporter.mermaidexporter.MermaidExporter,self.options,apps/anytree/src/anytree/exporter/dotexporter.py,anytree.exporter.dotexporter,options,WRITE
apps/anytree/src/anytree/iterators/zigzaggroupiter.py,anytree.iterators.zigzaggroupiter,_iter,apps/anytree/src/anytree/iterators/levelordergroupiter.py,anytree.iterators.levelordergroupiter.LevelOrderGroupIter,LevelOrderGroupIter,WRITE
